case_id,scenario,P(Murder),P(Manslaughter),P(Not Guilty),MAP_verdict,actual_verdict,correct,delta_P(Murder),delta_P(Manslaughter),delta_P(Not Guilty),counterfactual_shifted,p_murder_delta,p_murder_baseline
CASE_00450,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Manslaughter,False,,,,,,
CASE_00451,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Manslaughter,False,,,,,,
CASE_00452,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00453,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00454,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00455,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Not_Guilty,False,,,,,,
CASE_00456,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00457,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00458,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Not_Guilty,False,,,,,,
CASE_00459,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Manslaughter,False,,,,,,
CASE_00460,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Not_Guilty,False,,,,,,
CASE_00461,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Manslaughter,False,,,,,,
CASE_00462,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Manslaughter,False,,,,,,
CASE_00463,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00464,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Murder,True,,,,,,
CASE_00465,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00466,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00467,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00468,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00469,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Murder,True,,,,,,
CASE_00470,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00471,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00472,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Not_Guilty,False,,,,,,
CASE_00473,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00474,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00475,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Not_Guilty,False,,,,,,
CASE_00476,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00477,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00478,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00479,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00480,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00481,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Not_Guilty,False,,,,,,
CASE_00482,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Manslaughter,False,,,,,,
CASE_00483,FULL_EVIDENCE,0.7813333333333334,0.20533333333333334,0.013333333333333334,Murder,Murder,True,,,,,,
CASE_00484,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00485,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00486,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00487,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Not_Guilty,False,,,,,,
CASE_00488,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00489,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00490,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Manslaughter,False,,,,,,
CASE_00491,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00492,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00493,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Manslaughter,False,,,,,,
CASE_00494,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Manslaughter,False,,,,,,
CASE_00495,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Manslaughter,False,,,,,,
CASE_00496,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00497,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00498,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00500,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00501,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00502,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00503,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00504,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00505,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Manslaughter,False,,,,,,
CASE_00506,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Murder,True,,,,,,
CASE_00507,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Not_Guilty,False,,,,,,
CASE_00508,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00509,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Not_Guilty,False,,,,,,
CASE_00510,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Manslaughter,False,,,,,,
CASE_00511,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00512,FULL_EVIDENCE,0.6404040404040404,0.15555555555555556,0.20404040404040402,Murder,Murder,True,,,,,,
CASE_00513,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00514,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00515,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00516,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Manslaughter,False,,,,,,
CASE_00517,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00518,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00519,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00520,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00521,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00522,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00523,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00524,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00525,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00526,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00527,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Not_Guilty,False,,,,,,
CASE_00528,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Not_Guilty,False,,,,,,
CASE_00529,FULL_EVIDENCE,0.7813333333333334,0.20533333333333334,0.013333333333333334,Murder,Murder,True,,,,,,
CASE_00531,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Manslaughter,False,,,,,,
CASE_00532,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00533,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Not_Guilty,False,,,,,,
CASE_00534,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00535,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Murder,True,,,,,,
CASE_00536,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Manslaughter,False,,,,,,
CASE_00537,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Manslaughter,False,,,,,,
CASE_00538,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00539,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Not_Guilty,False,,,,,,
CASE_00540,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00541,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00542,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Not_Guilty,False,,,,,,
CASE_00543,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00544,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Not_Guilty,False,,,,,,
CASE_00545,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00546,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00547,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00548,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00549,FULL_EVIDENCE,0.7813333333333334,0.20533333333333334,0.013333333333333334,Murder,Murder,True,,,,,,
CASE_00550,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00551,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00552,FULL_EVIDENCE,0.6404040404040404,0.15555555555555556,0.20404040404040402,Murder,Manslaughter,False,,,,,,
CASE_00553,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Not_Guilty,False,,,,,,
CASE_00554,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Not_Guilty,False,,,,,,
CASE_00555,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Not_Guilty,False,,,,,,
CASE_00556,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00557,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Manslaughter,False,,,,,,
CASE_00558,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Murder,True,,,,,,
CASE_00559,FULL_EVIDENCE,0.6404040404040404,0.15555555555555556,0.20404040404040402,Murder,Not_Guilty,False,,,,,,
CASE_00560,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Murder,True,,,,,,
CASE_00561,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Murder,True,,,,,,
CASE_00562,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00563,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00564,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00565,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Not_Guilty,False,,,,,,
CASE_00566,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Murder,True,,,,,,
CASE_00567,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Not_Guilty,False,,,,,,
CASE_00568,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00569,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00570,FULL_EVIDENCE,0.7813333333333334,0.20533333333333334,0.013333333333333334,Murder,Murder,True,,,,,,
CASE_00571,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Not_Guilty,False,,,,,,
CASE_00572,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Manslaughter,False,,,,,,
CASE_00573,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00574,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Manslaughter,False,,,,,,
CASE_00575,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Manslaughter,False,,,,,,
CASE_00576,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Manslaughter,False,,,,,,
CASE_00577,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00578,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Manslaughter,False,,,,,,
CASE_00579,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Manslaughter,False,,,,,,
CASE_00580,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Not_Guilty,False,,,,,,
CASE_00581,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Murder,True,,,,,,
CASE_00582,FULL_EVIDENCE,0.6404040404040404,0.15555555555555556,0.20404040404040402,Murder,Murder,True,,,,,,
CASE_00583,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00585,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Not_Guilty,False,,,,,,
CASE_00586,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Murder,True,,,,,,
CASE_00587,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00588,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00589,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00590,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Murder,True,,,,,,
CASE_00591,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00592,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Not_Guilty,False,,,,,,
CASE_00593,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00594,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Manslaughter,False,,,,,,
CASE_00595,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00596,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Not_Guilty,False,,,,,,
CASE_00597,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Murder,True,,,,,,
CASE_00598,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00599,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00600,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00601,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Manslaughter,False,,,,,,
CASE_00602,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00603,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00604,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00605,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00606,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00607,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00608,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00609,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Murder,True,,,,,,
CASE_00610,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00611,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00612,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00613,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Manslaughter,False,,,,,,
CASE_00614,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00615,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00616,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00617,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00618,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00619,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Murder,True,,,,,,
CASE_00620,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00621,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00622,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00623,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00624,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00625,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00626,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Manslaughter,False,,,,,,
CASE_00627,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00628,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00629,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00630,FULL_EVIDENCE,0.7813333333333334,0.20533333333333334,0.013333333333333334,Murder,Murder,True,,,,,,
CASE_00631,FULL_EVIDENCE,0.6404040404040404,0.15555555555555556,0.20404040404040402,Murder,Murder,True,,,,,,
CASE_00632,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00633,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00634,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00635,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Not_Guilty,False,,,,,,
CASE_00636,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Not_Guilty,False,,,,,,
CASE_00637,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Manslaughter,False,,,,,,
CASE_00638,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00639,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00640,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Manslaughter,False,,,,,,
CASE_00641,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00642,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00643,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00644,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Manslaughter,False,,,,,,
CASE_00645,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Manslaughter,False,,,,,,
CASE_00646,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Manslaughter,False,,,,,,
CASE_00647,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Manslaughter,False,,,,,,
CASE_00648,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00649,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Murder,True,,,,,,
CASE_00650,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00651,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00652,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Manslaughter,False,,,,,,
CASE_00653,FULL_EVIDENCE,0.7813333333333334,0.20533333333333334,0.013333333333333334,Murder,Murder,True,,,,,,
CASE_00654,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00655,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00656,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00657,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00658,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Not_Guilty,False,,,,,,
CASE_00659,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Manslaughter,False,,,,,,
CASE_00660,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Manslaughter,False,,,,,,
CASE_00661,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00662,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00663,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00664,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00665,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Manslaughter,False,,,,,,
CASE_00666,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00667,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Manslaughter,False,,,,,,
CASE_00668,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00669,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00670,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Murder,True,,,,,,
CASE_00671,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00672,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
